id,ad1,ad2,source_ad1,source_ad2,count.paraphrase,count.nonparaphrase,count.preference_ad1,count.preference_ad2,count.preference_skip
11922,今すぐお金が必要ならこの4社,お金が必要ならこの4社,camera_train_15626,swallow70b,4,1,8,2,0
11923,【公式】すまいるぜみ／通信教育,通信教育【公式】すまいるぜみ,camera_train_15628,human,2,3,0,0,0
11924,透明感のあるふっくらつや肌へ。,ふっくらツヤ肌、透明感。,camera_train_15629,human,4,1,5,4,1
11925,USJホテル付きバスがお得,お得にUSJへ: ホテル付きバス,camera_train_1562,calm22b,5,0,1,7,2
11926,USJホテル付きバスがお得,バス&ホテルでお得にUSJへ,camera_train_1562,calm7b,1,4,0,0,0
11927,ENTRYで採用窓口をデザイン,ENTRYで採用サイトをデザイン,camera_train_15632,swallow8b,3,2,3,6,1
11928,横浜のおしゃれなカフェ５選,横浜で【おしゃれ】なカフェ5選,camera_train_15637,calm22b,5,0,6,3,1
11929,横浜のおしゃれなカフェ５選,横浜でおすすめのカフェ５選,camera_train_15637,swallow8b,3,2,3,3,4
11930,医師転職サイトランキングBEST5,医師転職サイトを比較する,camera_train_15639,swallow70b,2,3,0,0,0
11931,【長野】骨盤・骨格の矯正なら,【長野】骨盤・骨格矯正の名店,camera_train_1563,calm22b,3,2,5,3,2
11932,【長野】骨盤・骨格の矯正なら,骨盤・骨格矯正なら長野,camera_train_1563,calm7b,4,1,7,2,1
11933,【長野】骨盤・骨格の矯正なら,長野の骨盤矯正,camera_train_1563,swallow70b,4,1,10,0,0
11934,全身をしっかり診る整体 秋田,今すぐ秋田で全身整体予約,camera_train_15640,calm22b,3,2,4,5,1
11935,全身をしっかり診る整体 秋田,【秋田】全身をしっかり診る整体,camera_train_15640,human,5,0,4,6,0
11936,全170邸 大規模分譲プロジェクト,大規模分譲プロジェクト 全170邸,camera_train_15641,calm22b,5,0,5,3,2
11937,全170邸 大規模分譲プロジェクト,大規模分譲プロジェクト 170邸,camera_train_15641,swallow70b,5,0,4,3,3
11938,カメラやレンズの高額買取を実施,カメラを高額買取いたします。,camera_train_15642,calm22b,3,2,6,4,0
11939,【J:COM】WEB／新規お申込み,新規申込み【J:COM WEB】,camera_train_15643,calm22b,5,0,3,5,2
11940,【J:COM】WEB／新規お申込み,わからんわすれたしらん,camera_train_15643,human,0,5,0,0,0
11941,【J:COM】WEB／新規お申込み,【J:COM】新規申込はこちらから,camera_train_15643,swallow70b,2,3,0,0,0
11942,声優・アニソン声優の専門学校,【声優＆アニソン】専門学校,camera_train_15644,calm22b,5,0,2,5,3
11943,ドコモ光／docomoの光回線,ドコモ光/【docomoの光回線】,camera_train_15645,calm22b,5,0,2,6,2
11944,ドコモ光／docomoの光回線,ドコモ光【docomoの光回線】,camera_train_15645,calm7b,5,0,1,4,5
11945,ドコモ光／docomoの光回線,docomo光&光回線,camera_train_15645,human,2,3,0,0,0
11946,ドコモ光／docomoの光回線,【ドコモ光】docomoの光回線,camera_train_15645,swallow70b,5,0,0,7,3
11947,ドコモ光／docomoの光回線,【ドコモ光】docomoの光回線,camera_train_15645,swallow8b,5,0,1,7,2
11948,2022年最新／JR舞鶴線の新築戸建,2022年最新 JR舞鶴線の新築戸建,camera_train_15646,calm7b,5,0,3,2,5
11949,ここで審査落ちならごめんなさい,ここで落ちたらごめんなさい,camera_train_15647,calm22b,0,5,0,0,0
11950,ザシラ 美容室,あなたの美容室はこちらです。,camera_train_15649,swallow8b,0,5,0,0,0
11951,優良リフォーム会社紹介サイト,リフォーム会社紹介優良サイト,camera_train_15652,human,3,2,5,5,0
11952,【関東発】美術館鑑賞ツアー,関東発の美術館鑑賞ツアー,camera_train_15653,calm22b,5,0,8,1,1
11953,【関東発】美術館鑑賞ツアー,関東発の美術館鑑賞ツアー,camera_train_15653,swallow70b,5,0,9,0,1
11954,【関東発】美術館鑑賞ツアー,関東発の美術館鑑賞ツアーです。,camera_train_15653,swallow8b,5,0,5,3,2
11955,《1回で身体が変化》医師が推薦,医師が推薦する“1回”での変化,camera_train_15656,calm7b,1,4,0,0,0
11956,【最短5分ですぐ使える】,【最短5分】今すぐ始める,camera_train_15657,calm22b,4,1,4,3,3
11957,【最短5分ですぐ使える】,最短５分で使える【即日発行】,camera_train_15657,swallow70b,5,0,2,6,2
11958,とにかく今すぐお金を借りたい,今すぐお金を借りるならこちら,camera_train_15659,calm22b,3,2,2,7,1
11959,とにかく今すぐお金を借りたい,お金を借りたいなら【即日融資】,camera_train_15659,swallow70b,3,2,4,6,0
11960,M&A仲介 成功報酬のウィルゲート,成功報酬のM&A仲介ウィルゲート,camera_train_1565,calm22b,4,1,7,2,1
11961,M&A仲介 成功報酬のウィルゲート,ウィルゲート、M&A仲介成功報酬,camera_train_1565,calm7b,5,0,7,0,3
11962,M&A仲介 成功報酬のウィルゲート,M&A仲介のウィルゲートです。,camera_train_1565,swallow70b,2,3,0,0,0
11963,M&A仲介 成功報酬のウィルゲート,M&A成功報酬のウィルゲート,camera_train_1565,swallow8b,4,1,5,2,3
11964,相談役島耕作,【重要】相談役島耕作,camera_train_15660,calm22b,3,2,2,7,1
11965,【公式】got2b/ゴットゥービー,【公式】ゴットゥービーです,camera_train_15661,swallow70b,4,1,9,1,0
11966,【公式】got2b/ゴットゥービー,ゴットゥービー【公式】です。,camera_train_15661,swallow8b,3,2,8,2,0
11967,星野リゾート 界 津軽,KAI Tsugaru - 星野リゾート,camera_train_15662,human,2,3,0,0,0
11968,【越中島でおすすめ】美容室,おすすめの美容室＠こしじま,camera_train_15665,calm22b,3,2,7,3,0
11969,【越中島でおすすめ】美容室,おすすめの美容室＠越中島,camera_train_15665,human,5,0,7,1,2
11970,【越中島でおすすめ】美容室,おすすめの美容室＠越中島,camera_train_15665,swallow70b,5,0,6,1,3
11971,【越中島でおすすめ】美容室,おすすめ美容室＠越中島,camera_train_15665,swallow8b,4,1,7,3,0
11972,今日、コンビニで10万円借りる,本日、コンビニで10万円借りる。,camera_train_15667,human,5,0,1,1,8
11973,長居駅の格安ホテル,長居駅【格安】ホテル予約,camera_train_1566,calm22b,3,2,1,8,1
11974,長居駅の格安ホテル,駅近で格安なホテル,camera_train_1566,calm7b,0,5,0,0,0
11975,長居駅の格安ホテル,格安ホテルを長居駅で,camera_train_1566,human,5,0,7,2,1
11976,いつか君の骨が欲しい,いつか君の骨をもらう,camera_train_15670,calm22b,2,3,0,0,0
11977,いつか君の骨が欲しい,いつか君の骨が必須,camera_train_15670,human,5,0,8,1,1
11978,いつか君の骨が欲しい,いつか君の骨を拾いたい,camera_train_15670,swallow8b,0,5,0,0,0
11979,家具・インテリア通販,家具・インテリアの通信販売,camera_train_15672,swallow70b,5,0,3,5,2
11980,多摩センターのおすすめ美容院,多摩センターの人気美容院,camera_train_15673,human,4,1,4,4,2
11981,ビズリーチ【企業向け公式】,【公式】ビズリーチ（企業向け）,camera_train_15676,human,1,4,0,0,0
11982,ビズリーチ【企業向け公式】,企業向け【公式】ビズリーチ,camera_train_15676,swallow8b,5,0,3,6,1
11983,【南林間でおすすめ】マツエク,おすすめのマツエク＠南林間,camera_train_1567,swallow8b,5,0,6,1,3
11984,CMで話題/ブライトエイジ,CMで話題のブライトエイジ,camera_train_15680,swallow70b,5,0,1,4,5
11985,CMで話題/ブライトエイジ,CMで話題のブライトエイジ,camera_train_15680,swallow8b,4,1,3,5,2
11986,メディアでの紹介実績多数,メディア注目度No.1の実績,camera_train_15682,calm22b,1,4,0,0,0
11987,なんとしても今日お金を借りたい,是非本日金借りたい,camera_train_15683,human,5,0,5,2,3
11988,伊賀上野駅の格安ホテル,伊賀上野駅での格安ホテルは？,camera_train_15684,human,5,0,4,4,2
11989,伊賀上野駅の格安ホテル,伊賀上野駅で宿泊【格安ホテル】,camera_train_15684,swallow70b,3,2,3,5,2
11990,【ホットペッパービューティー】,【HotPepper Beuty】,camera_train_15685,human,5,0,6,3,1
11991,料金が安い格安な税理士をご紹介,格安税理士【紹介】,camera_train_15686,calm22b,5,0,4,5,1
11992,料金が安い格安な税理士をご紹介,税理士を安く探すなら,camera_train_15686,swallow70b,4,1,2,7,1
11993,ジュール イオンモールKYOTO店,イオンモール　ジュール京都店,camera_train_15687,human,3,2,3,6,1
11994,小山駅 ホテル予約,小山駅近くで【ホテル予約】,camera_train_15689,swallow70b,5,0,2,8,0
11995,【2022年版】医療脱毛ランキング,【医療脱毛】ランキング2022,camera_train_15690,human,5,0,6,2,2
11996,M&Aなら顧客第一の【RISONAL】,M&AならRISONAL顧客第一の,camera_train_15694,human,5,0,9,0,1
11997,M&Aなら顧客第一の【RISONAL】,M&Aの実績豊富な【RISONAL】,camera_train_15694,swallow70b,1,4,0,0,0
11998,【公式】eスポーツ高等学院,「公式」認定のeスポーツ専門校,camera_train_15696,swallow8b,1,4,0,0,0
11999,ファグス,洗練された香りを纏う空間,camera_train_15697,calm22b,0,5,0,0,0
12000,ファグス,「ファッションアイテムを探す」,camera_train_15697,swallow8b,0,5,0,0,0
12001,【公式】パールプラス佐野店,「公式」佐野店 - パールプラス,camera_train_15698,swallow8b,5,0,7,2,1
12002,ED治療薬の安全な入手先はどこ？,ED治療薬の安全な入手先？,camera_train_15699,calm22b,5,0,6,3,1
12003,【死亡保険】アクサダイレクト,アクサダイレクトで死亡保険,camera_train_15700,calm22b,5,0,8,1,1
12004,【死亡保険】アクサダイレクト,アクサダイレクトの死亡保険,camera_train_15700,swallow70b,5,0,5,4,1
12005,【死亡保険】アクサダイレクト,アクサダイレクトの死亡保険,camera_train_15700,swallow8b,5,0,5,5,0
12006,【津市でおすすめ】マツエク,津市で人気のマツエクサロン,camera_train_15701,calm22b,3,2,6,2,2
12007,【津市でおすすめ】マツエク,津市でおすすめのマツエクサロン,camera_train_15701,swallow8b,3,2,3,6,1
12008,ブラックリストでも車が買える,ブラックリストでも車購入可,camera_train_15703,calm22b,5,0,3,6,1
12009,【2022年最新ランキング】,最新のランキングではない,camera_train_15704,calm7b,0,5,0,0,0
12010,【2022年最新ランキング】,2022年最新ランキング「最悪」,camera_train_15704,swallow70b,1,4,0,0,0
12011,【みずほ台でおすすめ】ネイル,おすすめネイル　みずほ台,camera_train_15705,human,2,3,0,0,0
12012,外科医エリーゼ,外科医エリーゼ？,camera_train_15707,calm22b,2,3,0,0,0
12013,外科医エリーゼ,【外科医】エリーゼ,camera_train_15707,human,3,2,1,7,2
12014,外科医エリーゼ,外科医エリーゼってどんな人？,camera_train_15707,swallow8b,1,4,0,0,0
12015,【無料相談】アディーレへ,無料相談はアディーレへ,camera_train_15708,swallow70b,5,0,4,4,2
12016,【無料相談】アディーレへ,無料相談【アディーレへ相談】,camera_train_15708,swallow8b,5,0,3,4,3
12017,那須 ホテル 予約,那須のホテル、予約しよ,camera_train_15709,calm22b,2,3,0,0,0
12018,那須 ホテル 予約,那須のホテル予約。,camera_train_15709,calm7b,5,0,3,2,5
12019,那須温泉の人気宿を検索,那須温泉の【安心宿】検索,camera_train_15711,calm22b,1,4,0,0,0
12020,那須温泉の人気宿を検索,那須温泉で人気の宿を探す,camera_train_15711,swallow70b,5,0,3,7,0
12021,【公式】ENEOS新車のサブスク,ENEOSの公式新車サブスクです。,camera_train_15712,swallow8b,4,1,9,1,0
12022,心ゆさぶる本当の話,感動する実話【本当の話】,camera_train_15713,calm7b,4,1,4,5,1
12023,心ゆさぶる本当の話,心を動かす本当の話を読む,camera_train_15713,swallow70b,2,3,0,0,0
12024,心ゆさぶる本当の話,心に響く本当の話,camera_train_15713,swallow8b,3,2,4,6,0
12025,ナチュラル眉とまつげの専門店,エトセトラ眉と長短睫毛専門工房,camera_train_15715,calm22b,0,5,0,0,0
12026,法人向け回線NURO Biz【公式】,法人向け回線【NURO Biz】の公式,camera_train_15716,calm22b,4,1,4,3,3
12027,法人向け回線NURO Biz【公式】,法人向けNURO Biz【公式】,camera_train_15716,calm7b,4,1,9,0,1
12028,法人向け回線NURO Biz【公式】,【公式】法人向け回線NURO Biz,camera_train_15716,swallow70b,5,0,1,6,3
12029,法人向け回線NURO Biz【公式】,法人向け回線【公式】NURO Biz,camera_train_15716,swallow8b,5,0,5,5,0
12030,お金がなくてどうしようという方,お金がなくて困っている方,camera_train_15721,human,5,0,1,7,2
12031,フリーWi,フリーWi-Fiが使い放題,camera_train_15722,calm7b,0,5,0,0,0
12032,フリーWi,無料で使えるWi-Fiスポット,camera_train_15722,swallow70b,2,3,0,0,0
12033,搾り取らないで女商人さん,【搾り取らないで】女商人さん,camera_train_15723,calm22b,4,1,4,3,3
12034,搾り取らないで女商人さん,女商人搾り取る,camera_train_15723,human,1,4,0,0,0
12035,搾り取らないで女商人さん,【搾り取らない】女商人さん,camera_train_15723,swallow70b,1,4,0,0,0
12036,新リース会計基準の対応を効率化,新リース会計基準対応を効率よく,camera_train_15725,calm22b,4,1,4,4,2
12037,【新卒採用担当者向け】,【新卒採用担当者様へ】,camera_train_15726,calm22b,5,0,2,6,2
12038,【新卒採用担当者向け】,【新卒採用】担当者向け情報,camera_train_15726,swallow70b,5,0,2,6,2
12039,学園さいこぱす,学園【さいこぱす】,camera_train_15728,calm22b,5,0,4,5,1
12040,学園さいこぱす,学園サイコパス,camera_train_15728,human,5,0,0,6,4
12041,製造工程、ラインのトラブル防止,ラインのトラブルを防ぐ製造工程,camera_train_15730,swallow70b,5,0,4,4,2
12042,トゥインクルアイズ,トゥインクルアイズの美容院,camera_train_15731,calm22b,0,5,0,0,0
12043,【霞ヶ関でおすすめ】美容室,霞ヶ関の美容室,camera_train_15732,human,0,5,0,0,0
12044,【霞ヶ関でおすすめ】美容室,あなたのための美容室＠霞ヶ関,camera_train_15732,swallow70b,3,2,9,1,0
12045,全員女性セラピスト＜完全個室＞,＜完全個室＞全員女性セラピスト,camera_train_15734,human,5,0,1,8,1
12046,旅行比較サイトのトラベルコ,オススメ旅行比較@トラベルコ,camera_train_15735,human,5,0,7,1,2
12047,京都市左京区の一戸建て,京都市左京区で一戸建てを探す,camera_train_15736,swallow70b,3,2,3,6,1
12048,人気眉サロン／仙台藤崎店,仙台藤崎で人気の「眉サロン」,camera_train_15737,calm7b,4,1,3,4,3
12049,人気眉サロン／仙台藤崎店,【仙台藤崎店】人気の眉毛サロン,camera_train_15737,swallow70b,5,0,4,4,2
