id,input_ad,generated_ad1,generated_ad2,count.preference_ad1,count.preference_ad2,count.preference_skip,source_input_ad,model_ad1,model_ad2,split
4643,学習塾／岡山県内に6カ所の教室,【岡山県内6カ所】学習塾教室,岡山県内学習塾 教室6カ所,6,0,4,camera_train_15611,swallow70b,human,train
4644,介護士さんのための転職サービス,介護士のための転職サポート,介護士の転職お手伝い,7,2,1,camera_train_15612,swallow8b,calm22b,train
4645,社員インタビュー掲載中,社員の声が聞ける,社員の声をお届けします,4,5,1,camera_train_15618,swallow70b,calm22b,train
4646,社員インタビュー掲載中,社員の声を聞く,社員の声をお届けします,1,8,1,camera_train_15618,swallow8b,calm22b,train
4647,社員インタビュー掲載中,社員の声を聞く,社員の声が聞ける,3,7,0,camera_train_15618,swallow8b,swallow70b,train
4648,【2020年度】おすすめ弁護士保険,2020年度版おすすめ弁護士保険,2020年度おすすめの弁護士保険,1,0,9,camera_train_1561,swallow8b,calm22b,train
4649,アグレアブル 美容室,美容室ならアグレアブルへ,美容院アグレアブル,5,3,2,camera_train_15622,human,calm22b,train
4650,【加須のヘッドスパを予約】,加須でヘッドスパを予約する,【予約可】加須のヘッドスパ,4,5,1,camera_train_15623,swallow70b,calm22b,train
4651,【加須のヘッドスパを予約】,加須のヘッドスパを予約する,【予約可】加須のヘッドスパ,4,4,2,camera_train_15623,swallow8b,calm22b,train
4652,【加須のヘッドスパを予約】,加須のヘッドスパを予約する,加須でヘッドスパを予約する,0,0,10,camera_train_15623,swallow8b,swallow70b,train
4653,大子温泉の宿予約,大子温泉の宿【予約】,【大子温泉の宿予約】,7,1,2,camera_train_15624,swallow70b,calm22b,train
4654,大子温泉の宿予約,大子温泉の宿予約はこちら,【大子温泉の宿予約】,3,6,1,camera_train_15624,swallow8b,calm22b,train
4655,大子温泉の宿予約,大子温泉の宿予約はこちら,大子温泉の宿【予約】,2,4,4,camera_train_15624,swallow8b,swallow70b,train
4656,今すぐお金が必要ならこの4社,お金が必要ならこの4社,今すぐお金を借りるための4社,4,6,0,camera_train_15626,swallow70b,calm22b,test
4657,横浜のおしゃれなカフェ５選,横浜でおすすめのカフェ５選,横浜で【おしゃれ】なカフェ5選,4,5,1,camera_train_15637,swallow8b,calm22b,train
4658,【長野】骨盤・骨格の矯正なら,骨盤・骨格矯正なら長野,【長野】骨盤・骨格矯正の名店,0,9,1,camera_train_1563,calm7b,calm22b,train
4659,【長野】骨盤・骨格の矯正なら,長野の骨盤矯正,【長野】骨盤・骨格矯正の名店,2,7,1,camera_train_1563,swallow70b,calm22b,train
4660,【長野】骨盤・骨格の矯正なら,長野の骨盤矯正,骨盤・骨格矯正なら長野,2,7,1,camera_train_1563,swallow70b,calm7b,train
4661,全身をしっかり診る整体 秋田,【秋田】全身をしっかり診る整体,今すぐ秋田で全身整体予約,9,0,1,camera_train_15640,human,calm22b,train
4662,全170邸 大規模分譲プロジェクト,大規模分譲プロジェクト 170邸,大規模分譲プロジェクト 全170邸,1,7,2,camera_train_15641,swallow70b,calm22b,train
4663,ドコモ光／docomoの光回線,ドコモ光【docomoの光回線】,ドコモ光/【docomoの光回線】,2,1,7,camera_train_15645,calm7b,calm22b,train
4664,ドコモ光／docomoの光回線,【ドコモ光】docomoの光回線,ドコモ光/【docomoの光回線】,3,2,5,camera_train_15645,swallow70b,calm22b,train
4665,ドコモ光／docomoの光回線,【ドコモ光】docomoの光回線,ドコモ光【docomoの光回線】,7,0,3,camera_train_15645,swallow70b,calm7b,train
4666,ドコモ光／docomoの光回線,【ドコモ光】docomoの光回線,ドコモ光/【docomoの光回線】,6,2,2,camera_train_15645,swallow8b,calm22b,train
4667,ドコモ光／docomoの光回線,【ドコモ光】docomoの光回線,ドコモ光【docomoの光回線】,9,0,1,camera_train_15645,swallow8b,calm7b,train
4668,【関東発】美術館鑑賞ツアー,関東発の美術館鑑賞ツアーです。,関東発の美術館鑑賞ツアー,1,6,3,camera_train_15653,swallow8b,calm22b,train
4669,【関東発】美術館鑑賞ツアー,関東発の美術館鑑賞ツアーです。,関東発の美術館鑑賞ツアー,3,5,2,camera_train_15653,swallow8b,swallow70b,train
4670,【最短5分ですぐ使える】,最短５分で使える【即日発行】,【最短5分】今すぐ始める,7,1,2,camera_train_15657,swallow70b,calm22b,train
4671,とにかく今すぐお金を借りたい,お金を借りたいなら【即日融資】,今すぐお金を借りるならこちら,3,5,2,camera_train_15659,swallow70b,calm22b,valid
4672,M&A仲介 成功報酬のウィルゲート,ウィルゲート、M&A仲介成功報酬,成功報酬のM&A仲介ウィルゲート,2,8,0,camera_train_1565,calm7b,calm22b,valid
4673,M&A仲介 成功報酬のウィルゲート,M&A成功報酬のウィルゲート,成功報酬のM&A仲介ウィルゲート,5,4,1,camera_train_1565,swallow8b,calm22b,valid
4674,M&A仲介 成功報酬のウィルゲート,M&A成功報酬のウィルゲート,ウィルゲート、M&A仲介成功報酬,7,2,1,camera_train_1565,swallow8b,calm7b,valid
4675,【公式】got2b/ゴットゥービー,ゴットゥービー【公式】です。,【公式】ゴットゥービーです,2,7,1,camera_train_15661,swallow8b,swallow70b,train
4676,【越中島でおすすめ】美容室,おすすめの美容室＠越中島,おすすめの美容室＠こしじま,8,1,1,camera_train_15665,human,calm22b,train
4677,【越中島でおすすめ】美容室,おすすめの美容室＠越中島,おすすめの美容室＠こしじま,4,3,3,camera_train_15665,swallow70b,calm22b,train
4678,【越中島でおすすめ】美容室,おすすめ美容室＠越中島,おすすめの美容室＠こしじま,8,2,0,camera_train_15665,swallow8b,calm22b,train
4679,【越中島でおすすめ】美容室,おすすめ美容室＠越中島,おすすめの美容室＠越中島,1,2,7,camera_train_15665,swallow8b,human,train
4680,【越中島でおすすめ】美容室,おすすめ美容室＠越中島,おすすめの美容室＠越中島,2,4,4,camera_train_15665,swallow8b,swallow70b,train
4681,長居駅の格安ホテル,格安ホテルを長居駅で,長居駅【格安】ホテル予約,3,6,1,camera_train_1566,human,calm22b,train
4682,伊賀上野駅の格安ホテル,伊賀上野駅で宿泊【格安ホテル】,伊賀上野駅での格安ホテルは？,7,2,1,camera_train_15684,swallow70b,human,test
4683,料金が安い格安な税理士をご紹介,税理士を安く探すなら,格安税理士【紹介】,4,4,2,camera_train_15686,swallow70b,calm22b,valid
4684,【死亡保険】アクサダイレクト,アクサダイレクトの死亡保険,アクサダイレクトで死亡保険,2,0,8,camera_train_15700,swallow70b,calm22b,train
4685,【死亡保険】アクサダイレクト,アクサダイレクトの死亡保険,アクサダイレクトで死亡保険,2,0,8,camera_train_15700,swallow8b,calm22b,train
4686,【津市でおすすめ】マツエク,津市でおすすめのマツエクサロン,津市で人気のマツエクサロン,5,3,2,camera_train_15701,swallow8b,calm22b,valid
4687,【無料相談】アディーレへ,無料相談【アディーレへ相談】,無料相談はアディーレへ,2,5,3,camera_train_15708,swallow8b,swallow70b,train
4688,心ゆさぶる本当の話,心に響く本当の話,感動する実話【本当の話】,7,2,1,camera_train_15713,swallow8b,calm7b,train
4689,法人向け回線NURO Biz【公式】,法人向けNURO Biz【公式】,法人向け回線【NURO Biz】の公式,6,1,3,camera_train_15716,calm7b,calm22b,train
4690,法人向け回線NURO Biz【公式】,【公式】法人向け回線NURO Biz,法人向け回線【NURO Biz】の公式,9,1,0,camera_train_15716,swallow70b,calm22b,train
4691,法人向け回線NURO Biz【公式】,【公式】法人向け回線NURO Biz,法人向けNURO Biz【公式】,8,0,2,camera_train_15716,swallow70b,calm7b,train
4692,法人向け回線NURO Biz【公式】,法人向け回線【公式】NURO Biz,法人向け回線【NURO Biz】の公式,7,0,3,camera_train_15716,swallow8b,calm22b,train
4693,法人向け回線NURO Biz【公式】,法人向け回線【公式】NURO Biz,法人向けNURO Biz【公式】,5,4,1,camera_train_15716,swallow8b,calm7b,train
4694,法人向け回線NURO Biz【公式】,法人向け回線【公式】NURO Biz,【公式】法人向け回線NURO Biz,3,5,2,camera_train_15716,swallow8b,swallow70b,train
4695,【新卒採用担当者向け】,【新卒採用】担当者向け情報,【新卒採用担当者様へ】,3,6,1,camera_train_15726,swallow70b,calm22b,train
4696,学園さいこぱす,学園サイコパス,学園【さいこぱす】,4,4,2,camera_train_15728,human,calm22b,train
4697,人気眉サロン／仙台藤崎店,【仙台藤崎店】人気の眉毛サロン,仙台藤崎で人気の「眉サロン」,3,5,2,camera_train_15737,swallow70b,calm7b,train
4698,人気眉サロン／仙台藤崎店,高評価の眉サロン＠仙台藤崎店,仙台藤崎で人気の「眉サロン」,2,7,1,camera_train_15737,swallow8b,calm7b,train
4699,人気眉サロン／仙台藤崎店,高評価の眉サロン＠仙台藤崎店,【仙台藤崎店】人気の眉毛サロン,2,7,1,camera_train_15737,swallow8b,swallow70b,train
4700,10年保証付き,【保証付き】10年,【10年保証】,1,8,1,camera_train_15740,human,calm22b,train
4701,10年保証付き,10年間保証付き,【10年保証】,2,7,1,camera_train_15740,swallow8b,calm22b,train
4702,10年保証付き,10年間保証付き,【保証付き】10年,5,3,2,camera_train_15740,swallow8b,human,train
4703,【2022年】おすすめ光回線,【2022年版】おすすめ光回線,おすすめ光回線　2022,8,0,2,camera_train_15741,swallow70b,human,train
4704,すぐに伺えます港区マッサージ,港区で即日マッサージ可能です,港区へ【即対応】マッサージ,6,2,2,camera_train_15750,swallow8b,calm22b,train
4705,サイズ・段数・重量から選べる,サイズも段数も重量も選べる,大きさ・段数・重量から選べる,5,3,2,camera_train_15755,swallow70b,human,train
4706,サイズ・段数・重量から選べる,サイズ、段数、重量から選べる,大きさ・段数・重量から選べる,1,2,7,camera_train_15755,swallow8b,human,train
4707,サイズ・段数・重量から選べる,サイズ、段数、重量から選べる,サイズも段数も重量も選べる,4,1,5,camera_train_15755,swallow8b,swallow70b,train
4708,【企業向け】優秀な秘書を派遣,優秀な秘書を派遣します。,「優秀な秘書を企業に派遣」,2,7,1,camera_train_15757,swallow8b,swallow70b,train
4709,ホテルフラップリゾート,ホテル・フラップ・リゾート,HOTEL Flap Resort,5,3,2,camera_train_15767,swallow70b,human,test
4710,ホテルフラップリゾート,リゾートホテル フラップ,HOTEL Flap Resort,6,3,1,camera_train_15767,swallow8b,human,test
4711,ホテルフラップリゾート,リゾートホテル フラップ,ホテル・フラップ・リゾート,6,3,1,camera_train_15767,swallow8b,swallow70b,test
4712,【中板橋】エステサロンを予約,中板橋でエステサロンを予約する,中板橋【予約可】エステサロン,2,7,1,camera_train_1576,swallow70b,calm22b,train
4713,【中板橋】エステサロンを予約,中板橋のエステサロンを予約する,中板橋【予約可】エステサロン,2,8,0,camera_train_1576,swallow8b,calm22b,train
4714,【中板橋】エステサロンを予約,中板橋のエステサロンを予約する,中板橋でエステサロンを予約する,1,1,8,camera_train_1576,swallow8b,swallow70b,train
4715,あなたの借金いくら減額できる？,借金が減額できるかどうか？,あなたの借金はいくら減らせる？,0,7,3,camera_train_15773,swallow8b,swallow70b,valid
4716,アダ 美容室,アダの美容室,【Ada】美容室,0,8,2,camera_train_15777,swallow70b,calm22b,train
4717,【2022年】がん保険ランキング,2022年のがん保険ランキング,2022年がん保険ランキング,2,6,2,camera_train_15779,swallow8b,calm22b,train
4718,『一度で効果実感』治療型エステ,即実感【治療型】エステ,一回で効果を実感、治療型エステ,2,7,1,camera_train_15781,calm7b,calm22b,train
4719,求人募集・人材募集,人材を募集しています。,従業員募集・求人情報,1,9,0,camera_train_15782,swallow8b,calm7b,train
4720,相続手続き 代行でお困りなら,相続手続き代行でお困りなら,相続手続きの代行にお困りなら,3,1,6,camera_train_15783,calm7b,calm22b,train
4721,相続手続き 代行でお困りなら,【お助け】祖王族手続き代行,相続手続きの代行にお困りなら,5,4,1,camera_train_15783,human,calm22b,train
4722,相続手続き 代行でお困りなら,【お助け】祖王族手続き代行,相続手続き代行でお困りなら,3,6,1,camera_train_15783,human,calm7b,train
4723,お金借りる／カードローン比較,カードローン比較／お金を借りる,カードローン比較／お金借りる,6,0,4,camera_train_1578,swallow70b,calm22b,train
4724,お金借りる／カードローン比較,カードローン比較／お金を借りる,カードローン比較／お金借りる,4,0,6,camera_train_1578,swallow8b,calm22b,train
4725,コレクションの切手まとめて査定,切手まとめて査定します,切手コレクションをまとめて査定,4,5,1,camera_train_15791,swallow8b,calm22b,train
4726,小田原市の整体／驚きの効果,小田原市の整体／驚くほどの効果,小田原市の整体【驚きの効果】,0,9,1,camera_train_15795,swallow8b,calm22b,train
